Идентификатор пользователя,Название приюта,Дата/время платежа,Наименование услуги,Сумма платежа
27829,Лаюшки и Мяушки,2019-10-28 16:52:51,ПесоДень,155
28438,Мокрый нос,2019-10-29 0:51:49,ПесоДень,145
25486,Мокрый нос,2019-10-29 1:10:16,ПесоДень,145
25486,Кот и Пёс,2019-10-29 1:10:16,ПесоДень,155
27672,Мокрый нос,2019-10-29 1:58:0,ПесоДень,145
27672,Мокрый нос,2019-10-29 1:58:0,ПесоДень,145
5673,Мокрый нос,2019-10-29 14:33:57,ПесоДень,145
5673,Лаюшки и Мяушки,2019-10-29 14:33:57,ПесоДень,155
27529,Мокрый нос,2019-10-29 15:3:21,ПесоДень,145
27529,Лаюшки и Мяушки,2019-10-29 15:3:21,ПесоДень,155
26752,Лаюшки и Мяушки,2019-10-29 19:14:33,ПесоДень,155
28443,Мокрый нос,2019-10-29 22:3:55,ПесоДень,145
28444,Кот и Пёс,2019-10-29 22:43:43,ПесоДень,155
28444,Кот и Пёс,2019-10-29 22:43:43,ПесоДень,155
28444,Кот и Пёс,2019-10-29 22:43:43,ПесоДень,155
28444,Кот и Пёс,2019-10-29 22:49:3,ПесоДень,155
28444,Лаюшки и Мяушки,2019-10-29 22:49:3,ПесоДень,155
26765,Лаюшки и Мяушки,2019-10-29 23:11:4,ПесоДень,155
28428,Кот и Пёс,2019-10-30 8:37:54,ПесоДень,155
28445,Лаюшки и Мяушки,2019-10-30 10:5:56,ПесоДень,155
28446,Шереметьевский приют,2019-10-30 12:15:40,ПесоДень,295
5870,Кот и Пёс,2019-10-30 13:42:37,ПесоДень,155
5870,Кот и Пёс,2019-10-30 13:42:37,ПесоДень,155
26075,Кот и Пёс,2019-10-30 15:11:56,ПесоДень,155
26917,Кот и Пёс,2019-10-30 15:12:15,ПесоДень,155
23617,Лаюшки и Мяушки,2019-10-30 15:17:47,ПесоДень,155
28449,Лаюшки и Мяушки,2019-10-30 15:19:7,ПесоДень,155
26329,Мокрый нос,2019-10-30 15:24:5,ПесоДень,145
1510,Шереметьевский приют,2019-10-30 15:24:38,ПесоДень,295
27364,Мокрый нос,2019-10-30 15:25:19,ПесоДень,145
1510,Мокрый нос,2019-10-30 15:27:7,ПесоДень,145
28451,Шереметьевский приют,2019-10-30 15:37:20,ПесоДень,295
27858,Мокрый нос,2019-10-30 15:37:54,ПесоДень,145
27858,Лаюшки и Мяушки,2019-10-30 15:37:54,ПесоДень,155
28146,Мокрый нос,2019-10-30 15:40:35,ПесоДень,145
27197,Мокрый нос,2019-10-30 15:52:19,ПесоДень,145
27197,Кот и Пёс,2019-10-30 15:53:38,ПесоДень,155
5621,Лаюшки и Мяушки,2019-10-30 16:37:19,ПесоДень,155
27769,Кот и Пёс,2019-10-30 16:41:36,ПесоДень,155
25376,Мокрый нос,2019-10-30 16:43:56,ПесоДень,145
807,Мокрый нос,2019-10-30 16:57:19,ПесоДень,145
27021,Кот и Пёс,2019-10-30 16:58:42,ПесоДень,155
26047,Кот и Пёс,2019-10-30 18:0:37,ПесоДень,155
5181,Кот и Пёс,2019-10-30 18:14:0,ПесоДень,155
25462,Кот и Пёс,2019-10-30 18:36:37,ПесоДень,155
28049,Мокрый нос,2019-10-30 19:11:38,ПесоДень,145
5783,Мокрый нос,2019-10-30 19:18:59,ПесоДень,145
28453,Мокрый нос,2019-10-30 19:29:2,ПесоДень,145
27833,Лаюшки и Мяушки,2019-10-30 19:49:27,ПесоДень,155
27772,Мокрый нос,2019-10-30 21:31:24,ПесоДень,145
5623,Лаюшки и Мяушки,2019-10-30 21:55:8,ПесоДень,155
27742,Мокрый нос,2019-10-30 22:20:46,ПесоДень,145
655,Мокрый нос,2019-10-30 22:21:49,ПесоДень,145
26341,Кот и Пёс,2019-10-30 22:43:21,ПесоДень,155
2100,Мокрый нос,2019-10-30 23:10:25,ПесоДень,145
2100,4 лапы,2019-10-30 23:10:25,ПесоДень,155
26694,Шереметьевский приют,2019-10-31 1:9:25,ПесоДень,295
25958,Шереметьевский приют,2019-10-31 1:20:12,ПесоДень,295
25958,4 лапы,2019-10-31 1:41:47,ПесоДень,155
4612,Кот и Пёс,2019-10-31 8:16:36,ПесоДень,155
27529,Лаюшки и Мяушки,2019-10-31 8:57:12,ПесоДень,155
27979,Мокрый нос,2019-10-31 9:7:42,ПесоДень,145
27979,4 лапы,2019-10-31 9:7:42,ПесоДень,155
5747,Кот и Пёс,2019-10-31 9:57:10,ПесоДень,155
28461,4 лапы,2019-10-31 10:35:44,ПесоДень,155
6183,Мокрый нос,2019-10-31 11:4:59,ПесоДень,145
6183,4 лапы,2019-10-31 11:4:59,ПесоДень,155
6183,Лаюшки и Мяушки,2019-10-31 11:4:59,ПесоДень,155
6144,Мокрый нос,2019-10-31 11:57:21,ПесоДень,145
6144,Мокрый нос,2019-10-31 11:57:21,ПесоДень,145
6144,4 лапы,2019-10-31 11:57:21,ПесоДень,155
28463,Лаюшки и Мяушки,2019-10-31 14:47:28,ПесоДень,155
28464,Шереметьевский приют,2019-10-31 15:32:21,ПесоДень,295
26407,Лаюшки и Мяушки,2019-10-31 15:33:4,ПесоДень,155
28372,Мокрый нос,2019-10-31 15:46:21,ПесоДень,145
28464,Кот и Пёс,2019-10-31 15:50:40,ПесоДень,155
28129,Мокрый нос,2019-10-31 16:11:24,ПесоДень,145
28129,Мокрый нос,2019-10-31 16:11:24,ПесоДень,145
28129,Лаюшки и Мяушки,2019-10-31 16:11:24,ПесоДень,155
28129,Кот и Пёс,2019-10-31 16:16:20,ПесоДень,155
24775,Мокрый нос,2019-10-31 17:10:26,ПесоДень,145
24775,4 лапы,2019-10-31 17:10:26,ПесоДень,155
27536,Шереметьевский приют,2019-10-31 17:24:51,ПесоДень,295
27216,Лаюшки и Мяушки,2019-10-31 18:34:23,ПесоДень,155
6259,Шереметьевский приют,2019-10-31 20:18:5,ПесоДень,295
25636,Мокрый нос,2019-10-31 23:5:51,ПесоДень,145
25636,Лаюшки и Мяушки,2019-10-31 23:5:51,ПесоДень,155
27867,Мокрый нос,2019-11-1 9:6:2,ПесоДень,145
27867,Мокрый нос,2019-11-1 9:6:2,ПесоДень,145
27867,Мокрый нос,2019-11-1 9:6:2,ПесоДень,145
27867,Мокрый нос,2019-11-1 9:6:2,ПесоДень,145
28006,4 лапы,2019-11-1 9:37:29,ПесоДень,155
24865,Лаюшки и Мяушки,2019-11-1 11:44:47,ПесоДень,155
28438,Мокрый нос,2019-11-1 13:48:9,ПесоДень,145
544,Лаюшки и Мяушки,2019-11-1 15:14:20,ПесоДень,155
28473,Мокрый нос,2019-11-1 19:9:53,ПесоДень,145
28473,Лаюшки и Мяушки,2019-11-1 19:41:53,ПесоДень,155
28480,Мокрый нос,2019-11-1 20:39:33,ПесоДень,145
28480,Мокрый нос,2019-11-1 20:39:33,ПесоДень,145
28480,4 лапы,2019-11-1 20:39:33,ПесоДень,155
28481,Мокрый нос,2019-11-1 20:55:18,ПесоДень,2
28486,Кот и Пёс,2019-11-1 21:31:50,ПесоДень,155
28486,Кот и Пёс,2019-11-1 21:36:30,ПесоДень,155
28486,Мокрый нос,2019-11-1 21:40:8,ПесоДень,145
28489,Шереметьевский приют,2019-11-1 22:21:19,ПесоДень,295
28494,Мокрый нос,2019-11-1 22:55:12,ПесоДень,145
28504,Лаюшки и Мяушки,2019-11-2 10:58:22,ПесоДень,155
25457,Шереметьевский приют,2019-11-2 12:28:57,ПесоДень,295
28079,Кот и Пёс,2019-11-2 13:16:22,ПесоДень,155
28509,Мокрый нос,2019-11-2 14:24:32,ПесоДень,145
28509,Кот и Пёс,2019-11-2 14:24:32,ПесоДень,155
28516,Мокрый нос,2019-11-2 17:55:52,ПесоДень,145
28497,4 лапы,2019-11-2 19:42:53,ПесоДень,155
28497,4 лапы,2019-11-2 19:42:53,ПесоДень,155
28497,4 лапы,2019-11-2 19:42:53,ПесоДень,155
28497,4 лапы,2019-11-2 19:42:53,ПесоДень,155
28505,Мокрый нос,2019-11-3 8:59:44,ПесоДень,145
5326,Кот и Пёс,2019-11-3 9:2:21,ПесоДень,155
24642,Мокрый нос,2019-11-3 12:18:11,ПесоДень,145
28411,Лаюшки и Мяушки,2019-11-3 13:40:2,ПесоДень,155
26342,Лаюшки и Мяушки,2019-11-3 13:46:41,ПесоДень,155
1085,Мокрый нос,2019-11-3 14:46:35,ПесоДень,145
5688,Мокрый нос,2019-11-3 15:0:48,ПесоДень,145
6059,4 лапы,2019-11-3 15:40:5,ПесоДень,155
6059,Лаюшки и Мяушки,2019-11-3 15:40:5,ПесоДень,155
6059,Лаюшки и Мяушки,2019-11-3 15:40:5,ПесоДень,155
23447,Кот и Пёс,2019-11-3 19:18:20,ПесоДень,155
25608,Мокрый нос,2019-11-3 21:35:6,ПесоДень,145
25608,4 лапы,2019-11-3 21:35:6,ПесоДень,155
28146,Кот и Пёс,2019-11-3 23:14:9,ПесоДень,155
28438,Мокрый нос,2019-11-4 0:26:45,ПесоДень,145
28438,Мокрый нос,2019-11-4 0:26:45,ПесоДень,145
1085,Мокрый нос,2019-11-4 11:58:43,ПесоДень,145
28444,Кот и Пёс,2019-11-4 12:12:20,ПесоДень,2
28146,Лаюшки и Мяушки,2019-11-4 12:23:11,ПесоДень,155
27262,Кот и Пёс,2019-11-4 12:25:43,ПесоДень,155
27262,Кот и Пёс,2019-11-4 12:25:43,ПесоДень,155
28534,Мокрый нос,2019-11-5 0:5:26,ПесоДень,145
26329,Мокрый нос,2019-11-5 11:39:36,ПесоДень,145
25218,Мокрый нос,2019-11-5 13:43:4,ПесоДень,145
25218,Шереметьевский приют,2019-11-5 13:43:4,ПесоДень,295
25218,4 лапы,2019-11-5 13:43:4,ПесоДень,155
25218,Лаюшки и Мяушки,2019-11-5 13:43:4,ПесоДень,155
28536,Шереметьевский приют,2019-11-5 18:3:30,ПесоДень,295
27999,Лаюшки и Мяушки,2019-11-5 21:8:5,ПесоДень,155
28544,4 лапы,2019-11-6 1:10:1,ПесоДень,155
28499,Мокрый нос,2019-11-6 6:49:42,ПесоДень,2
28499,4 лапы,2019-11-6 6:54:8,ПесоДень,2
28499,4 лапы,2019-11-6 6:56:50,ПесоДень,2
27294,Мокрый нос,2019-11-6 12:25:36,ПесоДень,145
2961,Мокрый нос,2019-11-6 16:44:21,ПесоДень,145
26765,Мокрый нос,2019-11-6 16:54:34,ПесоДень,145
28049,Мокрый нос,2019-11-6 20:4:21,ПесоДень,145
28049,Мокрый нос,2019-11-6 20:4:21,ПесоДень,145
28049,Кот и Пёс,2019-11-6 20:4:21,ПесоДень,155
28049,Кот и Пёс,2019-11-6 20:4:21,ПесоДень,155
28438,Мокрый нос,2019-11-6 20:14:34,ПесоДень,145
5783,Мокрый нос,2019-11-6 20:29:27,ПесоДень,145
28438,Мокрый нос,2019-11-6 21:48:0,ПесоДень,145
28118,Кот и Пёс,2019-11-6 22:21:33,ПесоДень,155
25958,Мокрый нос,2019-11-7 0:44:37,ПесоДень,145
5965,Шереметьевский приют,2019-11-7 10:29:40,ПесоДень,295
4738,Кот и Пёс,2019-11-7 12:19:40,ПесоДень,155
2235,Мокрый нос,2019-11-7 12:24:5,ПесоДень,145
2235,Мокрый нос,2019-11-7 12:24:5,ПесоДень,145
27529,Мокрый нос,2019-11-7 12:24:8,ПесоДень,145
6115,Мокрый нос,2019-11-7 12:26:45,ПесоДень,145
27282,Кот и Пёс,2019-11-7 12:31:45,ПесоДень,155
27169,Шереметьевский приют,2019-11-7 12:47:8,ПесоДень,295
28006,4 лапы,2019-11-7 13:4:46,ПесоДень,155
28006,Лаюшки и Мяушки,2019-11-7 13:4:46,ПесоДень,155
26090,Мокрый нос,2019-11-7 13:40:26,ПесоДень,145
22266,Мокрый нос,2019-11-7 14:18:9,ПесоДень,145
22266,Шереметьевский приют,2019-11-7 14:18:9,ПесоДень,295
22266,4 лапы,2019-11-7 14:18:9,ПесоДень,155
27176,Мокрый нос,2019-11-7 14:36:40,ПесоДень,145
4374,Кот и Пёс,2019-11-7 14:41:28,ПесоДень,155
23096,Мокрый нос,2019-11-7 15:19:47,ПесоДень,145
23096,Кот и Пёс,2019-11-7 15:19:47,ПесоДень,155
28552,Кот и Пёс,2019-11-7 15:20:2,ПесоДень,155
28552,Шереметьевский приют,2019-11-7 15:24:56,ПесоДень,295
23096,Мокрый нос,2019-11-7 15:28:22,ПесоДень,145
28552,Мокрый нос,2019-11-7 15:29:15,ПесоДень,145
25213,Мокрый нос,2019-11-7 15:35:41,ПесоДень,145
26155,Мокрый нос,2019-11-7 15:58:32,ПесоДень,145
28553,Мокрый нос,2019-11-7 15:58:46,ПесоДень,145
28554,Мокрый нос,2019-11-7 16:16:20,ПесоДень,145
27867,Мокрый нос,2019-11-7 17:47:24,ПесоДень,145
27867,Мокрый нос,2019-11-7 17:47:24,ПесоДень,145
28556,Шереметьевский приют,2019-11-7 17:59:12,ПесоДень,295
28556,Шереметьевский приют,2019-11-7 17:59:12,ПесоДень,295
26408,4 лапы,2019-11-7 19:2:29,ПесоДень,155
3812,Мокрый нос,2019-11-7 19:50:20,ПесоДень,145
25865,Лаюшки и Мяушки,2019-11-7 20:40:42,ПесоДень,155
27314,Мокрый нос,2019-11-7 23:16:31,ПесоДень,145
27672,Кот и Пёс,2019-11-8 1:0:43,ПесоДень,155
2235,Кот и Пёс,2019-11-8 10:51:57,ПесоДень,155
1810,Лаюшки и Мяушки,2019-11-8 10:57:6,ПесоДень,155
27303,Мокрый нос,2019-11-8 12:38:42,ПесоДень,145
27303,Кот и Пёс,2019-11-8 12:38:42,ПесоДень,155
22494,Мокрый нос,2019-11-8 16:41:44,ПесоДень,145
22494,Кот и Пёс,2019-11-8 16:41:44,ПесоДень,155
28559,Шереметьевский приют,2019-11-8 16:44:31,ПесоДень,295
27529,Мокрый нос,2019-11-8 19:25:16,ПесоДень,145
27529,Мокрый нос,2019-11-8 19:25:16,ПесоДень,145
27529,Кот и Пёс,2019-11-8 19:25:16,ПесоДень,155
27529,Лаюшки и Мяушки,2019-11-8 19:25:16,ПесоДень,155
28487,Мокрый нос,2019-11-8 22:39:59,ПесоДень,145
26090,Кот и Пёс,2019-11-8 23:32:57,ПесоДень,155
26090,Мокрый нос,2019-11-8 23:38:12,ПесоДень,145
5001,Мокрый нос,2019-11-9 0:0:37,ПесоДень,145
25958,Шереметьевский приют,2019-11-9 0:16:31,ПесоДень,295
28568,Мокрый нос,2019-11-9 7:46:52,ПесоДень,145
27451,Мокрый нос,2019-11-9 9:3:12,ПесоДень,145
27451,Кот и Пёс,2019-11-9 9:3:12,ПесоДень,155
5895,Мокрый нос,2019-11-9 12:39:33,ПесоДень,145
28559,4 лапы,2019-11-9 17:16:59,ПесоДень,155
28559,Лаюшки и Мяушки,2019-11-9 17:16:59,ПесоДень,155
28494,Кот и Пёс,2019-11-9 17:20:9,ПесоДень,155
27672,Кот и Пёс,2019-11-9 19:29:45,ПесоДень,155
1085,Мокрый нос,2019-11-9 20:25:5,ПесоДень,145
1085,Кот и Пёс,2019-11-9 20:25:5,ПесоДень,155
5908,Мокрый нос,2019-11-10 9:32:21,ПесоДень,145
27777,Кот и Пёс,2019-11-10 13:57:21,ПесоДень,155
2550,Мокрый нос,2019-11-11 7:19:12,ПесоДень,145
2550,Шереметьевский приют,2019-11-11 7:19:12,ПесоДень,295
2550,4 лапы,2019-11-11 7:19:12,ПесоДень,155
2550,Лаюшки и Мяушки,2019-11-11 7:19:12,ПесоДень,155
5747,Мокрый нос,2019-11-11 16:16:34,ПесоДень,145
5747,Кот и Пёс,2019-11-11 16:16:34,ПесоДень,155
5747,Шереметьевский приют,2019-11-11 16:16:34,ПесоДень,295
3692,Мокрый нос,2019-11-11 16:53:34,ПесоДень,145
28576,Шереметьевский приют,2019-11-11 19:25:44,ПесоДень,295
25881,Мокрый нос,2019-11-11 20:38:21,ПесоДень,145
27643,Мокрый нос,2019-11-12 13:4:6,ПесоДень,145
27643,Мокрый нос,2019-11-12 13:4:6,ПесоДень,145
27643,Кот и Пёс,2019-11-12 13:4:6,ПесоДень,155
27643,4 лапы,2019-11-12 13:4:6,ПесоДень,155
3969,Кот и Пёс,2019-11-12 18:8:24,ПесоДень,155
3969,4 лапы,2019-11-12 18:8:24,ПесоДень,155
28579,Мокрый нос,2019-11-12 18:19:8,ПесоДень,145
28578,4 лапы,2019-11-12 21:22:2,ПесоДень,155
5783,4 лапы,2019-11-13 12:3:18,ПесоДень,155
28049,Мокрый нос,2019-11-13 13:51:51,ПесоДень,145
28049,Мокрый нос,2019-11-13 13:51:51,ПесоДень,145
28049,Лаюшки и Мяушки,2019-11-13 13:51:51,ПесоДень,155
22185,Кот и Пёс,2019-11-13 21:47:57,ПесоДень,155
27818,Мокрый нос,2019-11-13 21:56:3,ПесоДень,145
27895,Кот и Пёс,2019-11-13 22:29:8,ПесоДень,155
28486,Мокрый нос,2019-11-14 7:27:34,ПесоДень,145
28486,Мокрый нос,2019-11-14 7:27:34,ПесоДень,145
28486,Кот и Пёс,2019-11-14 7:27:34,ПесоДень,155
28486,Мокрый нос,2019-11-14 7:32:33,ПесоДень,145
25982,Мокрый нос,2019-11-14 13:56:13,ПесоДень,145
25958,Лаюшки и Мяушки,2019-11-15 0:26:58,ПесоДень,155
28536,Лаюшки и Мяушки,2019-11-15 12:42:24,ПесоДень,155
28148,Мокрый нос,2019-11-15 13:3:44,ПесоДень,145
4865,Мокрый нос,2019-11-15 13:7:16,ПесоДень,145
4865,Кот и Пёс,2019-11-15 13:7:16,ПесоДень,155
4865,4 лапы,2019-11-15 13:7:16,ПесоДень,155
4865,Лаюшки и Мяушки,2019-11-15 13:7:16,ПесоДень,155
28486,Мокрый нос,2019-11-15 19:9:19,ПесоДень,145
28486,Мокрый нос,2019-11-15 19:9:19,ПесоДень,145
28486,Кот и Пёс,2019-11-15 19:9:19,ПесоДень,155
28486,4 лапы,2019-11-15 19:9:19,ПесоДень,155
28486,Лаюшки и Мяушки,2019-11-15 19:9:19,ПесоДень,155
28132,Мокрый нос,2019-11-16 0:36:20,ПесоДень,145
28132,Кот и Пёс,2019-11-16 0:36:20,ПесоДень,155
25849,Кот и Пёс,2019-11-16 0:58:27,ПесоДень,155
22951,Кот и Пёс,2019-11-17 17:15:19,ПесоДень,155
5648,Кот и Пёс,2019-11-17 19:22:27,ПесоДень,155
5042,Мокрый нос,2019-11-17 20:44:3,ПесоДень,145
5042,Кот и Пёс,2019-11-17 20:44:3,ПесоДень,155
5042,Кот и Пёс,2019-11-17 20:44:3,ПесоДень,155
5042,4 лапы,2019-11-17 20:44:3,ПесоДень,155
5042,Лаюшки и Мяушки,2019-11-17 20:44:3,ПесоДень,155
25958,Лаюшки и Мяушки,2019-11-18 12:27:56,ПесоДень,155
25958,Мокрый нос,2019-11-18 12:35:37,ПесоДень,145
5870,Мокрый нос,2019-11-18 13:16:14,ПесоДень,145
5870,Кот и Пёс,2019-11-18 13:16:14,ПесоДень,155
27244,Мокрый нос,2019-11-18 16:44:22,ПесоДень,145
27244,Мокрый нос,2019-11-18 16:44:22,ПесоДень,145
27244,Кот и Пёс,2019-11-18 16:44:22,ПесоДень,155
4726,Мокрый нос,2019-11-18 17:11:27,ПесоДень,145
4726,Кот и Пёс,2019-11-18 17:11:27,ПесоДень,155
26454,Мокрый нос,2019-11-18 20:2:17,ПесоДень,145
27579,Мокрый нос,2019-11-18 23:40:38,ПесоДень,145
27579,Лаюшки и Мяушки,2019-11-18 23:40:38,ПесоДень,155
3687,Мокрый нос,2019-11-19 12:10:22,ПесоДень,145
3687,Мокрый нос,2019-11-19 12:10:22,ПесоДень,145
3687,Мокрый нос,2019-11-19 12:10:22,ПесоДень,145
6277,4 лапы,2019-11-19 12:28:4,ПесоДень,155
6277,Лаюшки и Мяушки,2019-11-19 12:28:4,ПесоДень,155
6277,Лаюшки и Мяушки,2019-11-19 12:28:4,ПесоДень,155
28438,Мокрый нос,2019-11-19 16:35:10,ПесоДень,145
28438,Мокрый нос,2019-11-19 16:37:54,ПесоДень,145
28147,Мокрый нос,2019-11-19 17:58:8,ПесоДень,145
28438,Мокрый нос,2019-11-19 21:13:29,ПесоДень,145
27868,Мокрый нос,2019-11-19 21:53:33,ПесоДень,145
27868,Мокрый нос,2019-11-19 21:58:20,ПесоДень,145
28520,Мокрый нос,2019-11-20 1:7:15,ПесоДень,145
28520,Лаюшки и Мяушки,2019-11-20 1:7:15,ПесоДень,155
27131,Мокрый нос,2019-11-20 9:30:1,ПесоДень,145
28003,Кот и Пёс,2019-11-20 12:39:13,ПесоДень,155
27551,Мокрый нос,2019-11-20 13:47:0,ПесоДень,145
27551,Лаюшки и Мяушки,2019-11-20 13:47:0,ПесоДень,155
27551,Кот и Пёс,2019-11-20 13:50:18,ПесоДень,155
27867,Мокрый нос,2019-11-20 15:14:41,ПесоДень,145
27867,Мокрый нос,2019-11-20 15:14:41,ПесоДень,145
28096,Мокрый нос,2019-11-20 15:35:48,ПесоДень,145
28096,Мокрый нос,2019-11-20 15:35:48,ПесоДень,145
28096,Мокрый нос,2019-11-20 15:35:48,ПесоДень,145
28096,Лаюшки и Мяушки,2019-11-20 15:35:48,ПесоДень,155
27345,Мокрый нос,2019-11-20 17:10:12,ПесоДень,145
27345,Лаюшки и Мяушки,2019-11-20 17:10:12,ПесоДень,155
28147,4 лапы,2019-11-20 18:34:30,ПесоДень,155
28623,Шереметьевский приют,2019-11-20 18:40:37,ПесоДень,295
26090,Кот и Пёс,2019-11-20 20:22:28,ПесоДень,155
26735,Мокрый нос,2019-11-20 20:39:21,ПесоДень,145
28438,Мокрый нос,2019-11-20 23:39:26,ПесоДень,145
28628,4 лапы,2019-11-20 23:59:46,ПесоДень,155
6059,Лаюшки и Мяушки,2019-11-21 11:37:42,ПесоДень,155
28635,4 лапы,2019-11-21 12:57:27,ПесоДень,155
26395,Лаюшки и Мяушки,2019-11-21 13:49:22,ПесоДень,155
27053,Кот и Пёс,2019-11-21 13:49:37,ПесоДень,155
26882,Лаюшки и Мяушки,2019-11-21 14:49:59,ПесоДень,155
28049,4 лапы,2019-11-21 15:26:40,ПесоДень,155
5688,4 лапы,2019-11-21 15:58:19,ПесоДень,155
28110,4 лапы,2019-11-21 17:27:47,ПесоДень,155
28110,Лаюшки и Мяушки,2019-11-21 17:27:47,ПесоДень,155
28110,Лаюшки и Мяушки,2019-11-21 17:27:47,ПесоДень,155
5621,4 лапы,2019-11-21 18:22:9,ПесоДень,155
155,Лаюшки и Мяушки,2019-11-21 18:26:24,ПесоДень,155
28036,Лаюшки и Мяушки,2019-11-21 21:0:25,ПесоДень,155
26958,4 лапы,2019-11-21 21:20:17,ПесоДень,155
27769,Мокрый нос,2019-11-21 23:25:8,ПесоДень,145
27769,Мокрый нос,2019-11-21 23:25:8,ПесоДень,145
27637,4 лапы,2019-11-22 10:25:16,ПесоДень,155
28642,4 лапы,2019-11-22 10:26:56,ПесоДень,155
27294,Мокрый нос,2019-11-22 11:16:35,ПесоДень,145
27294,Кот и Пёс,2019-11-22 11:16:35,ПесоДень,155
27294,4 лапы,2019-11-22 11:16:35,ПесоДень,155
27294,Лаюшки и Мяушки,2019-11-22 11:16:35,ПесоДень,155
26675,Шереметьевский приют,2019-11-22 11:24:6,ПесоДень,295
28644,Мокрый нос,2019-11-22 13:34:20,ПесоДень,145
27282,Кот и Пёс,2019-11-23 1:10:25,ПесоДень,155
5326,4 лапы,2019-11-23 8:22:48,ПесоДень,155
1085,Мокрый нос,2019-11-23 17:22:11,ПесоДень,145
1085,Кот и Пёс,2019-11-23 17:22:11,ПесоДень,155
1085,Лаюшки и Мяушки,2019-11-23 17:22:11,ПесоДень,155
5634,Мокрый нос,2019-11-23 22:20:7,ПесоДень,145
5634,Мокрый нос,2019-11-23 22:20:7,ПесоДень,145
5634,Кот и Пёс,2019-11-23 22:20:7,ПесоДень,155
28162,4 лапы,2019-11-24 22:25:50,ПесоДень,155
28481,Мокрый нос,2019-11-24 22:27:44,ПесоДень,2
28481,Мокрый нос,2019-11-24 22:27:44,ПесоДень,2
28481,Кот и Пёс,2019-11-24 22:27:44,ПесоДень,2
28481,Лаюшки и Мяушки,2019-11-24 22:27:44,ПесоДень,2
28644,Мокрый нос,2019-11-25 9:21:38,ПесоДень,145
1388,Мокрый нос,2019-11-25 11:15:7,ПесоДень,145
25218,4 лапы,2019-11-25 15:27:28,ПесоДень,155
25218,Лаюшки и Мяушки,2019-11-25 15:27:28,ПесоДень,155
28660,Кот и Пёс,2019-11-25 16:23:40,ПесоДень,155
28660,4 лапы,2019-11-25 16:23:40,ПесоДень,155
3692,Лаюшки и Мяушки,2019-11-25 17:5:32,ПесоДень,155
28565,Кот и Пёс,2019-11-25 17:31:24,ПесоДень,155
28662,Мокрый нос,2019-11-25 20:26:25,ПесоДень,145
28662,Мокрый нос,2019-11-25 20:26:25,ПесоДень,145
28672,Лаюшки и Мяушки,2019-11-26 13:6:47,ПесоДень,155
27529,Мокрый нос,2019-11-26 13:21:1,ПесоДень,145
27529,Шереметьевский приют,2019-11-26 13:21:1,ПесоДень,295
27529,Лаюшки и Мяушки,2019-11-26 13:21:1,ПесоДень,155
28673,Кот и Пёс,2019-11-26 14:5:14,ПесоДень,155
25666,Мокрый нос,2019-11-26 15:9:26,ПесоДень,145
25666,Мокрый нос,2019-11-26 15:9:26,ПесоДень,145
25666,4 лапы,2019-11-26 15:9:26,ПесоДень,155
25666,4 лапы,2019-11-26 15:9:26,ПесоДень,155
25666,Лаюшки и Мяушки,2019-11-26 15:9:26,ПесоДень,155
28676,4 лапы,2019-11-26 15:13:27,ПесоДень,155
28662,4 лапы,2019-11-26 19:17:58,ПесоДень,155
5222,Шереметьевский приют,2019-11-26 19:48:7,ПесоДень,295
28679,Лаюшки и Мяушки,2019-11-26 20:55:29,ПесоДень,155
27896,Шереметьевский приют,2019-11-26 21:28:56,ПесоДень,295
27896,Лаюшки и Мяушки,2019-11-26 21:33:19,ПесоДень,155
28684,Мокрый нос,2019-11-26 21:59:12,ПесоДень,145
28689,4 лапы,2019-11-26 22:11:4,ПесоДень,155
26468,Кот и Пёс,2019-11-26 22:33:43,ПесоДень,155
28694,Шереметьевский приют,2019-11-27 5:21:37,ПесоДень,295
25818,Лаюшки и Мяушки,2019-11-27 8:3:15,ПесоДень,155
28695,Шереметьевский приют,2019-11-27 10:39:18,ПесоДень,295
26329,Мокрый нос,2019-11-27 15:59:58,ПесоДень,145
25538,Мокрый нос,2019-11-27 19:47:3,ПесоДень,145
25538,4 лапы,2019-11-27 19:47:3,ПесоДень,155
25538,Лаюшки и Мяушки,2019-11-27 19:47:3,ПесоДень,155
655,Мокрый нос,2019-11-27 21:38:7,ПесоДень,145
28708,4 лапы,2019-11-27 22:48:40,ПесоДень,155
28658,Кот и Пёс,2019-11-27 23:49:26,ПесоДень,155
28438,Мокрый нос,2019-11-28 0:17:10,ПесоДень,145
28438,Мокрый нос,2019-11-28 0:20:49,ПесоДень,145
27455,4 лапы,2019-11-28 4:48:22,ПесоДень,155
27455,Лаюшки и Мяушки,2019-11-28 4:54:51,ПесоДень,155
27455,Мокрый нос,2019-11-28 5:1:28,ПесоДень,145
28711,Шереметьевский приют,2019-11-28 8:43:46,ПесоДень,295
28422,Лаюшки и Мяушки,2019-11-28 8:50:26,ПесоДень,155
25859,Мокрый нос,2019-11-28 13:14:2,ПесоДень,145
783,Мокрый нос,2019-11-28 13:23:40,ПесоДень,145
5965,4 лапы,2019-11-28 13:28:33,ПесоДень,155
27779,4 лапы,2019-11-28 13:31:18,ПесоДень,155
26395,4 лапы,2019-11-28 13:32:23,ПесоДень,155
25218,4 лапы,2019-11-28 13:33:43,ПесоДень,155
822,Лаюшки и Мяушки,2019-11-28 13:48:10,ПесоДень,155
